"","appeal","issue","neg","par","opp","id_extr","new","medium","from","as_is","comp_is","date","poll","jor_int","as_is_perc"
"410","Partijkartel Alarm: Publiek geld naar je familieleden schuiven en dan ""in debat"" in plaats van STAANDE VOET.","gov",1,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-28,NA,0,NA
"411","Wij presenteren een wet waarin instellingen vijf fundamentele waarden van de Nederlandse cultuur moeten onderschrijven. Wij stoppen buitenlandse financiering van relgieuze instellingen. Tot nu toe is er geen enkel debat gevoerd door bestaande partijen over wat de burger het meest beroert: en dat is integratie.","norm",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-25,NA,0,NA
"412","Wij presenteren een wet waarin instellingen vijf fundamentele waarden van de Nederlandse cultuur moeten onderschrijven. Wij stoppen buitenlandse financiering van relgieuze instellingen. Tot nu toe is er geen enkel debat gevoerd door bestaande partijen over wat de burger het meest beroert: en dat is integratie.","norm",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-25,NA,0,NA
"413","Wij presenteren een wet waarin instellingen vijf fundamentele waarden van de Nederlandse cultuur moeten onderschrijven. Wij stoppen buitenlandse financiering van relgieuze instellingen. Tot nu toe is er geen enkel debat gevoerd door bestaande partijen over wat de burger het meest beroert: en dat is integratie.","norm",1,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-25,NA,0,NA
"414","Het is de eerste wet die Thierry Baudet wil invoeren als hij in de Tweede Kamer komt. Het doel is om Nederlandse waarden te verdedigen en af te dwingen dat immigranten het Nederlandse rechtenstelsel en onze waarden respecteren.","norm",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-24,NA,0,NA
"415","(Immigratie) Je ziet eigenlij kdat de gevestigde partijen wegkijken. Die doen er niks aan. Die houden de grenzen ook open. Aan de andere kant heb je de PVV.  die wil de koran verbieden en islamitische scholen sluiten.  dat gaat veel te ver en dat gaat ook nooit werken.","imm",1,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-24,NA,0,NA
"416","(Immigratie) Je ziet eigenlij kdat de gevestigde partijen wegkijken. Die doen er niks aan. Die houden de grenzen ook open. Aan de andere kant heb je de PVV.  die wil de koran verbieden en islamitische scholen sluiten.  dat gaat veel te ver en dat gaat ook nooit werken.","imm",1,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-24,NA,0,NA
"417","Dus er is een gapend gat naar een redelijk alternatief en dat is wat FVD biedt met de wet BNW.","norm",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-24,NA,0,NA
"418","Onze kartelpolitici dat zijn professionele managers die alleen maar naar de wereld kijken vanuit een powerpoint presentatie. Mensen zijn geen mensen meer.  maar plusjes en minnetjes. Dat is het enige wat men nog doet in de politike. Daardoor is in de zorg en in het onderwijs en bij de politie zulke dramatische beleidsvoering doorgevoerd.","health",1,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-21,NA,0,NA
"419","Onze kartelpolitici dat zijn professionele managers die alleen maar naar de wereld kijken vanuit een powerpoint presentatie. Mensen zijn geen mensen meer.  maar plusjes en minnetjes. Dat is het enige wat men nog doet in de politike. Daardoor is in de zorg en in het onderwijs en bij de politie zulke dramatische beleidsvoering doorgevoerd.","edu",1,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-21,NA,0,NA
"420","Forum voor Democratie zet alles op alles om de onderste steen boven te krijgen. Wij eisen een parlementaire enqu√™te naar de invoering van de Euro.","eu",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-21,NA,0,NA
"421","Forum voor Democratie zet alles op alles om de onderste steen boven te krijgen. Wij eisen een parlementaire enqu√™te naar de invoering van de Euro.","eu",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-21,NA,0,NA
"422","Wij willen ook fatsoen.  maar dan terug in het landsbestuur:úî Een fatsoenlijke respons van de regering op de volkswil.  dus referenda‚úî Een normale en degelijke beveiliging van onze landsgrenzen.‚úî Een fatsoenlijke bescherming van de burgerlijke vrijheden tegen islamitisch klaag en claim gedrag.‚úî Een normale afstraffing van zwendel met vluchtverhalen in asielprocedures.","admin",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-20,NA,0,NA
"423","Wij willen ook fatsoen.  maar dan terug in het landsbestuur:úî Een fatsoenlijke respons van de regering op de volkswil.  dus referenda‚úî Een normale en degelijke beveiliging van onze landsgrenzen.‚úî Een fatsoenlijke bescherming van de burgerlijke vrijheden tegen islamitisch klaag en claim gedrag.‚úî Een normale afstraffing van zwendel met vluchtverhalen in asielprocedures.","imm",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-20,NA,0,NA
"424","Wij willen ook fatsoen.  maar dan terug in het landsbestuur:úî Een fatsoenlijke respons van de regering op de volkswil.  dus referenda‚úî Een normale en degelijke beveiliging van onze landsgrenzen.‚úî Een fatsoenlijke bescherming van de burgerlijke vrijheden tegen islamitisch klaag en claim gedrag.‚úî Een normale afstraffing van zwendel met vluchtverhalen in asielprocedures.","imm",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-20,NA,0,NA
"425","Wij willen ook fatsoen.  maar dan terug in het landsbestuur:úî Een fatsoenlijke respons van de regering op de volkswil.  dus referenda‚úî Een normale en degelijke beveiliging van onze landsgrenzen.‚úî Een fatsoenlijke bescherming van de burgerlijke vrijheden tegen islamitisch klaag en claim gedrag.‚úî Een normale afstraffing van zwendel met vluchtverhalen in asielprocedures.","imm",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-20,NA,0,NA
"426","FVD gaat pal staan voor NL wetgeving. Investeren in zorgn en onderwijs. Voor het FVD ga ik bureaucratie in de zorg terugdringen. FVD gaat de dynanmiek terugbrengen in de NL samenleving en economie. Eenvoudiger belastingstelsel. Voor vrijheid van meningsuiting.  voor directe democracie.  tegen europese beknotting en tegen dwang van radicale islam.","norm",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-20,NA,0,NA
"427","FVD gaat pal staan voor NL wetgeving. Investeren in zorgn en onderwijs. Voor het FVD ga ik bureaucratie in de zorg terugdringen. FVD gaat de dynanmiek terugbrengen in de NL samenleving en economie. Eenvoudiger belastingstelsel. Voor vrijheid van meningsuiting.  voor directe democracie.  tegen europese beknotting en tegen dwang van radicale islam.","health",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-20,NA,0,NA
"428","FVD gaat pal staan voor NL wetgeving. Investeren in zorgn en onderwijs. Voor het FVD ga ik bureaucratie in de zorg terugdringen. FVD gaat de dynanmiek terugbrengen in de NL samenleving en economie. Eenvoudiger belastingstelsel. Voor vrijheid van meningsuiting.  voor directe democracie.  tegen europese beknotting en tegen dwang van radicale islam.","edu",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-20,NA,0,NA
"429","FVD gaat pal staan voor NL wetgeving. Investeren in zorgn en onderwijs. Voor het FVD ga ik bureaucratie in de zorg terugdringen. FVD gaat de dynanmiek terugbrengen in de NL samenleving en economie. Eenvoudiger belastingstelsel. Voor vrijheid van meningsuiting.  voor directe democracie.  tegen europese beknotting en tegen dwang van radicale islam.","health",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-20,NA,0,NA
"430","FVD gaat pal staan voor NL wetgeving. Investeren in zorgn en onderwijs. Voor het FVD ga ik bureaucratie in de zorg terugdringen. FVD gaat de dynanmiek terugbrengen in de NL samenleving en economie. Eenvoudiger belastingstelsel. Voor vrijheid van meningsuiting.  voor directe democracie.  tegen europese beknotting en tegen dwang van radicale islam.","econ",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-20,NA,0,NA
"431","FVD gaat pal staan voor NL wetgeving. Investeren in zorgn en onderwijs. Voor het FVD ga ik bureaucratie in de zorg terugdringen. FVD gaat de dynanmiek terugbrengen in de NL samenleving en economie. Eenvoudiger belastingstelsel. Voor vrijheid van meningsuiting.  voor directe democracie.  tegen europese beknotting en tegen dwang van radicale islam.","econ",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-20,NA,0,NA
"432","FVD gaat pal staan voor NL wetgeving. Investeren in zorgn en onderwijs. Voor het FVD ga ik bureaucratie in de zorg terugdringen. FVD gaat de dynanmiek terugbrengen in de NL samenleving en economie. Eenvoudiger belastingstelsel. Voor vrijheid van meningsuiting.  voor directe democracie.  tegen europese beknotting en tegen dwang van radicale islam.","norm",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-20,NA,0,NA
"433","FVD gaat pal staan voor NL wetgeving. Investeren in zorgn en onderwijs. Voor het FVD ga ik bureaucratie in de zorg terugdringen. FVD gaat de dynanmiek terugbrengen in de NL samenleving en economie. Eenvoudiger belastingstelsel. Voor vrijheid van meningsuiting.  voor directe democracie.  tegen europese beknotting en tegen dwang van radicale islam.","admin",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-20,NA,0,NA
"434","FVD gaat pal staan voor NL wetgeving. Investeren in zorgn en onderwijs. Voor het FVD ga ik bureaucratie in de zorg terugdringen. FVD gaat de dynanmiek terugbrengen in de NL samenleving en economie. Eenvoudiger belastingstelsel. Voor vrijheid van meningsuiting.  voor directe democracie.  tegen europese beknotting en tegen dwang van radicale islam.","eu",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-20,NA,0,NA
"435","FVD gaat pal staan voor NL wetgeving. Investeren in zorgn en onderwijs. Voor het FVD ga ik bureaucratie in de zorg terugdringen. FVD gaat de dynanmiek terugbrengen in de NL samenleving en economie. Eenvoudiger belastingstelsel. Voor vrijheid van meningsuiting.  voor directe democracie.  tegen europese beknotting en tegen dwang van radicale islam.","imm",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-20,NA,0,NA
"436","Nederland uit de EU. Sovereneteit staat en vrijheid van expressie staan onder druk. Dat moet verandere en dat gaat FVD doen","eu",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-20,NA,0,NA
"437","Nederland uit de EU. Sovereneteit staat en vrijheid van expressie staan onder druk. Dat moet verandere en dat gaat FVD doen","norm",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-20,NA,0,NA
"438","Wij willen flink de boel in Den Haag opruimen. Een goede inspiratie voor onze ambities dus!","gov",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-20,NA,0,NA
"439","Mensen hier denken na over het huishouden.  dat gaan wij ook in den haag doen","gov",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-20,NA,0,NA
"440","Bij Forum voor Democratie zijn economie en duurzaamheid direct met elkaar verweven. Wij streven naar een economie die in balans is  en dat kan niet anders dan wanneer de economie duurzaamheid hoog in het vaandel heeft.","econ",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-18,NA,0,NA
"441","Bij Forum voor Democratie zijn economie en duurzaamheid direct met elkaar verweven. Wij streven naar een economie die in balans is  en dat kan niet anders dan wanneer de economie duurzaamheid hoog in het vaandel heeft.","environ",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-18,NA,0,NA
"442","Forum voor Democratie wil Angela's ""probleem"" voor eens en altijd oplossen. Uit de Euro. Terug naar een nationale munt.","eu",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-18,NA,0,NA
"443","Forum voor Democratie wil Angela's ""probleem"" voor eens en altijd oplossen. Uit de Euro. Terug naar een nationale munt.","eu",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-18,NA,0,NA
"444","FVD wil zo snel mogelijk stoppen met de uitzichtloze Euro.","eu",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-18,NA,0,NA
"445","Het FVD vindt verder dat het defensiebudget naar 2% van het BNP moet.  en dat er meer ge√Ønvesteerd moet worden in Cyber warfare en special forces. Ook moet de Marechaussee worden uitgebreid voor permanente grensbewaking. Militairen moeten passend worden beloond.  en uitzendpremies moeten worden gelijkgesteld aan die van andere ministeries.""","defence",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-18,NA,0,NA
"446","Het FVD vindt verder dat het defensiebudget naar 2% van het BNP moet.  en dat er meer ge√Ønvesteerd moet worden in Cyber warfare en special forces. Ook moet de Marechaussee worden uitgebreid voor permanente grensbewaking. Militairen moeten passend worden beloond.  en uitzendpremies moeten worden gelijkgesteld aan die van andere ministeries.""","defence",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-18,NA,0,NA
"447","Het FVD vindt verder dat het defensiebudget naar 2% van het BNP moet.  en dat er meer ge√Ønvesteerd moet worden in Cyber warfare en special forces. Ook moet de Marechaussee worden uitgebreid voor permanente grensbewaking. Militairen moeten passend worden beloond.  en uitzendpremies moeten worden gelijkgesteld aan die van andere ministeries.""","defence",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-18,NA,0,NA
"448","Het FVD vindt verder dat het defensiebudget naar 2% van het BNP moet.  en dat er meer ge√Ønvesteerd moet worden in Cyber warfare en special forces. Ook moet de Marechaussee worden uitgebreid voor permanente grensbewaking. Militairen moeten passend worden beloond.  en uitzendpremies moeten worden gelijkgesteld aan die van andere ministeries.""","defence",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-18,NA,0,NA
"449","Het FVD vindt verder dat het defensiebudget naar 2% van het BNP moet.  en dat er meer ge√Ønvesteerd moet worden in Cyber warfare en special forces. Ook moet de Marechaussee worden uitgebreid voor permanente grensbewaking. Militairen moeten passend worden beloond.  en uitzendpremies moeten worden gelijkgesteld aan die van andere ministeries.""","defence",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-18,NA,0,NA
"450","Forum voor Democratie wil breken met de ""weg met ons mentaliteit"". De nationale souvereiniteit moet terug. De ongecontroleerde immigratie bedreigt de maatschappelijke vrede. Wij willen bindende referenda.  wij willen de macht terug uit Brussel naar het NL parlement.  gekozen burgemeesters en gecontrolleerde immigratie.","eu",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-16,NA,0,NA
"451","Forum voor Democratie wil breken met de ""weg met ons mentaliteit"". De nationale souvereiniteit moet terug. De ongecontroleerde immigratie bedreigt de maatschappelijke vrede. Wij willen bindende referenda.  wij willen de macht terug uit Brussel naar het NL parlement.  gekozen burgemeesters en gecontrolleerde immigratie.","imm",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-16,NA,0,NA
"452","Forum voor Democratie wil breken met de ""weg met ons mentaliteit"". De nationale souvereiniteit moet terug. De ongecontroleerde immigratie bedreigt de maatschappelijke vrede. Wij willen bindende referenda.  wij willen de macht terug uit Brussel naar het NL parlement.  gekozen burgemeesters en gecontrolleerde immigratie.","admin",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-16,NA,0,NA
"453","Forum voor Democratie wil breken met de ""weg met ons mentaliteit"". De nationale souvereiniteit moet terug. De ongecontroleerde immigratie bedreigt de maatschappelijke vrede. Wij willen bindende referenda.  wij willen de macht terug uit Brussel naar het NL parlement.  gekozen burgemeesters en gecontrolleerde immigratie.","admin",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-16,NA,0,NA
"454","Forum voor Democratie wil breken met de ""weg met ons mentaliteit"". De nationale souvereiniteit moet terug. De ongecontroleerde immigratie bedreigt de maatschappelijke vrede. Wij willen bindende referenda.  wij willen de macht terug uit Brussel naar het NL parlement.  gekozen burgemeesters en gecontrolleerde immigratie.","imm",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-16,NA,0,NA
"455","Forum voor Democratie wil breken met de ""weg met ons mentaliteit"". De nationale souvereiniteit moet terug. De ongecontroleerde immigratie bedreigt de maatschappelijke vrede. Wij willen bindende referenda.  wij willen de macht terug uit Brussel naar het NL parlement.  gekozen burgemeesters en gecontrolleerde immigratie.","eu",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-16,NA,0,NA
"456","Forum voor Democratie wil meer aandacht voor ZZP-ers","entrep",0,"fvd",1,4.3,1,"fb","fvd",NA,NA,2017-02-16,NA,0,NA
"457","We hebben de overheidsfiancnien op orde gebracht en de werkloosheid daalt. In het Nederland waar ik leiding aan wil geven  bouwen we aan een sociale samenleving. De PvdA wil af van het eigen risico  zo houden we de zorg toegankelijk en betaalbaar voor iedereen.","econ",0,"pvda",0,1.36,0,"fb","pvda",8,-30,2017-03-05,-70.48,0,"16"
"458","We hebben de overheidsfiancnien op orde gebracht en de werkloosheid daalt. In het Nederland waar ik leiding aan wil geven  bouwen we aan een sociale samenleving. De PvdA wil af van het eigen risico  zo houden we de zorg toegankelijk en betaalbaar voor iedereen.","social",0,"pvda",0,1.36,0,"fb","pvda",29,10,2017-03-05,-70.48,0,"34.53"
"459","We hebben de overheidsfiancnien op orde gebracht en de werkloosheid daalt. In het Nederland waar ik leiding aan wil geven  bouwen we aan een sociale samenleving. De PvdA wil af van het eigen risico  zo houden we de zorg toegankelijk en betaalbaar voor iedereen.","health",0,"pvda",0,1.36,0,"fb","pvda",6,6,2017-03-05,-70.48,0,"8.83"
"460","Geen gefoeter over wie zich moet aanpassen of wie ‚Äôt land uit moet. Maar het hebben over hoe we verder gaan in dit land. Met elkaar.' Dat doen we morgen bij de kick-off van Wij zijn Nederland.","norm",1,"pvda",0,1.36,0,"fb","pvda",1,4,2017-03-03,-70.48,0,"0.75"
"461","Geen gefoeter over wie zich moet aanpassen of wie ‚Äôt land uit moet. Maar het hebben over hoe we verder gaan in dit land. Met elkaar.' Dat doen we morgen bij de kick-off van Wij zijn Nederland.","norm",1,"pvda",0,1.36,0,"fb","pvda",1,4,2017-03-03,-70.48,0,"0.75"
"462","Geen gefoeter over wie zich moet aanpassen of wie ‚Äôt land uit moet. Maar het hebben over hoe we verder gaan in dit land. Met elkaar.' Dat doen we morgen bij de kick-off van Wij zijn Nederland.","norm",0,"pvda",0,1.36,0,"fb","pvda",1,4,2017-03-03,-70.48,0,"0.75"
"463","Geen gefoeter over wie zich moet aanpassen of wie ‚Äôt land uit moet. Maar het hebben over hoe we verder gaan in dit land. Met elkaar.' Dat doen we morgen bij de kick-off van Wij zijn Nederland.","norm",0,"pvda",0,1.36,0,"fb","pvda",1,4,2017-03-03,-70.48,0,"0.75"
"464","En mijn taak is het om er trots op te zijn dat ik er vier jaar wel stond en dat we hebben gezorgd voro stabiliteit in een hele ingewikkelde wereld","gov",0,"pvda",0,1.36,0,"fb","pvda",0,0,2017-03-02,-70.48,0,"0"
"465","Het waren 4 moeilijke jaren  maar we hebben verantwoordelijkheid genomen. Nu gaan er 200.000 mensen meer naar hun werk en komen trots thuis","jobs",0,"pvda",0,1.36,0,"fb","pvda",16,36,2017-02-22,-70.48,0,"40"
